[27May2026 11:28:30.401] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Red_Fog, --version, 1.21.1, --gameDir, C:/Users/grant/AppData/Roaming/PrismLauncher/instances/Journey High Tides/minecraft, --assetsDir, C:/Users/grant/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, 246ce462051b443699b3d8f08edb935d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.225, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[27May2026 11:28:30.406] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[27May2026 11:28:30.407] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[27May2026 11:28:31.622] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[27May2026 11:28:31.715] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[27May2026 11:28:32.010] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[27May2026 11:28:32.146] [main/WARN] [CrashAssistantJarInJarHelper/]: Stream injection failed; legacy loggers may retain blocking behavior.
[27May2026 11:28:32.148] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.11.8.jar)
[27May2026 11:28:32.416] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3080/PCIe/SSE2 GL version 4.6.0 NVIDIA 596.49, NVIDIA Corporation
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/energy_bar.fsh.fsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.227] [VeilVanillaShaderCompileThread#1/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/contributor/contrib_base.vsh.vsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/contributor/contrib_base.vsh.vsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.228] [VeilVanillaShaderCompileThread#1/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/contributor/wings_bone.fsh.fsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/contributor/wings_bone.fsh.fsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.320] [VeilVanillaShaderCompileThread#1/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/chaos_entity.vsh.vsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/chaos_entity.vsh.vsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.321] [VeilVanillaShaderCompileThread#1/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/chaos_entity.fsh.fsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/chaos_entity.fsh.fsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.414] [VeilVanillaShaderCompileThread#1/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/contributor/contrib_base.vsh.vsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/contributor/contrib_base.vsh.vsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.415] [VeilVanillaShaderCompileThread#1/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/contributor/badge_foil.fsh.fsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/contributor/badge_foil.fsh.fsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.498] [VeilVanillaShaderCompileThread#0/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/contributor/contrib_base.vsh.vsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/contributor/contrib_base.vsh.vsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:27.499] [VeilVanillaShaderCompileThread#0/ERROR] [Veil/]: Couldn't load vanilla shader from ccl__brandonscore:shaders/core/shaders/core/contributor/vet_badge.fsh.fsh
java.io.FileNotFoundException: ccl__brandonscore:shaders/core/shaders/core/contributor/vet_badge.fsh.fsh
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.lambda$getResourceOrThrow$1(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at java.base/java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.getResourceOrThrow(ResourceProvider.java:23) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.packs.resources.ResourceProvider.openAsReader(ResourceProvider.java:31) ~[client-1.21.1-20240808.144430-srg.jar%23512!/:?]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.compileShader(VanillaShaderCompiler.java:53) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.client.render.dynamicbuffer.VanillaShaderCompiler.lambda$reload$2(VanillaShaderCompiler.java:125) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at TRANSFORMER/veil@3.6.2/foundry.veil.impl.ThreadTaskScheduler.run(ThreadTaskScheduler.java:89) ~[veil-neoforge-1.21.1-3.6.2.jar%23824!/:3.6.2]
	at java.base/java.lang.Thread.run(Thread.java:1583) [?:?]
[27May2026 11:30:28.702] [Render thread/INFO] [Veil/]: Compiled 116 vanilla shaders in 1.866 s
[27May2026 11:30:28.782] [Render thread/INFO] [BetterClouds/]: [BetterClouds] Reloading cloud renderer...
[27May2026 11:30:28.798] [Render thread/INFO] [BetterClouds/]: [BetterClouds] Framebuffer complete. useStencilTextureFallback=false, useDepthWriteFallback=false
[27May2026 11:30:28.799] [Render thread/INFO] [BetterClouds/]: [BetterClouds] Cloud renderer initialized
[27May2026 11:30:28.800] [Render thread/INFO] [net.neoforged.neoforge.client.entity.animation.json.AnimationLoader/]: Loaded 0 entity animations
[27May2026 11:30:28.801] [Render thread/INFO] [Veil/]: Loaded 2 ImGui fonts
[27May2026 11:30:28.801] [Render thread/INFO] [Veil/]: Loaded 3 framebuffers
[27May2026 11:30:28.827] [Render thread/INFO] [Veil/]: Loaded 6 post pipelines
[27May2026 11:30:28.832] [Render thread/INFO] [Veil/]: Loaded 4 render types
[27May2026 11:30:28.832] [Render thread/INFO] [Veil/]: Enabled bloom pipeline
[27May2026 11:30:28.832] [Render thread/INFO] [Veil/]: Loaded 0 quasar particles
[27May2026 11:30:28.833] [Render thread/INFO] [Veil/]: Loaded 0 templates
[27May2026 11:30:28.833] [Render thread/INFO] [Veil/]: Loaded 0 modules
[27May2026 11:30:28.839] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 128x64x0 kitchenkarrot:textures/atlas/cocktail.png-atlas
[27May2026 11:30:28.856] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Cannot find suitable entry for key=sub_level_renderer, type=dev.ryanhcode.sable.sublevel.render.SubLevelRenderer$SelectedRenderer$2 in config=sable:CLIENT
[27May2026 11:30:28.861] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Cannot find suitable entry for key=scarfOpacity, type=java.lang.Float in config=malum:CLIENT
[27May2026 11:30:28.876] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Cannot find suitable entry for key=special_blocks, type=com.electronwill.nightconfig.core.SimpleCommentedConfig in config=supplementaries:COMMON
[27May2026 11:30:28.884] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Cannot find suitable entry for key=swing_physics, type=com.electronwill.nightconfig.core.SimpleCommentedConfig in config=supplementaries:CLIENT
[27May2026 11:30:28.887] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Cannot find suitable entry for key=solidFrameMode, type=xfacthd.framedblocks.client.model.SolidFrameMode$2 in config=framedblocks:CLIENT
[27May2026 11:30:28.889] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Cannot find suitable entry for key=bacteriaColonySizeCap, type=java.lang.Long in config=nautec:COMMON
[27May2026 11:30:28.889] [Render thread/WARN] [com.iafenvoy.jupiter.Jupiter/]: Notice: Jupiter cannot resolve 31 empty List<Enum> since technical issue in Java, it is recommended to add a value in default value list.
[27May2026 11:30:28.890] [Render thread/INFO] [com.iafenvoy.jupiter.Jupiter/]: Config spec loading complete, found 134 configs from 100 mods.
[27May2026 11:30:28.903] [Render thread/INFO] [com.iafenvoy.jupiter.Jupiter/]: Cloth Config loading complete, found 3 configs from 3 mods.
[27May2026 11:30:28.905] [Render thread/INFO] [com.iafenvoy.jupiter.Jupiter/]: Successfully reload 138 common config(s).
[27May2026 11:30:28.935] [Render thread/INFO] [flywheel/backend/shaders/]: Loaded 77 shader sources in 22.566 ms
[27May2026 11:30:29.004] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 256x128x0 blockui:textures/atlas/blockui_gui.png-atlas
[27May2026 11:30:29.095] [Render thread/INFO] [xaero.lib.XaeroLib/]: Successfully reloaded the XaeroLib shaders!
[27May2026 11:30:29.100] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 128x128x0 minecolonies:textures/atlas/minecolonies_gui.png-atlas
[27May2026 11:30:29.175] [Render thread/INFO] [com.blackgear.vanillabackport.core.VanillaBackport/]: Skipping 79 leaf color(s).
[27May2026 11:30:29.175] [Render thread/INFO] [com.blackgear.vanillabackport.core.VanillaBackport/]: Loaded 2 custom leaf colors: [minecraft:azalea_leaves, minecraft:flowering_azalea_leaves]
[27May2026 11:30:29.176] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 512x256x0 codechickenlib:textures/atlas/gui.png-atlas
[27May2026 11:30:29.181] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 512x512x0 brandonscore:textures/atlas/gui.png-atlas
[27May2026 11:30:29.190] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 256x256x0 jei:textures/atlas/gui.png-atlas
[27May2026 11:30:29.237] [Render thread/INFO] [patchouli/]: BookContentResourceListenerLoader preloaded 2402 jsons
[27May2026 11:30:29.242] [Render thread/INFO] [simplytooltips/]: [SimplyTooltips] Loaded 40 theme(s)
[27May2026 11:30:29.244] [Render thread/INFO] [simplytooltips/]: [SimplyTooltips] Loaded 170 item theme(s), 170 item badge override(s), 32 tag entries
[27May2026 11:30:29.273] [Render thread/INFO] [com.simibubi.create.Create/]: Loaded 62 train hat configurations.
[27May2026 11:30:29.274] [Render thread/INFO] [guideme.internal.GuideReloadListener/]: Data driven guides: []
[27May2026 11:30:29.274] [Render thread/INFO] [com.teamabnormals.blueprint.core.Blueprint/]: Blueprint Splash Manager has loaded 0 splashes
[27May2026 11:30:29.274] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 128x128x0 upgrade_aquatic:textures/atlas/glow_squid.png-atlas
[27May2026 11:30:29.330] [Render thread/INFO] [de.keksuccino.fancymenu.util.resource.ResourceHandlers/]: [FANCYMENU] Reloading resources..
[27May2026 11:30:29.332] [Render thread/INFO] [de.keksuccino.fancymenu.util.resource.preload.ResourcePreLoader/]: [FANCYMENU] Pre-loading resources..
[27May2026 11:30:29.348] [Render thread/INFO] [Veil/]: Built veil:jetbrains_mono
[27May2026 11:30:29.351] [Render thread/INFO] [Veil/]: Built veil:remixicon
[27May2026 11:30:29.433] [Render thread/INFO] [de.keksuccino.fancymenu.customization.layer.ScreenCustomizationLayerHandler/]: [FANCYMENU] Minecraft resource reload: FINISHED
[27May2026 11:30:29.454] [Render thread/INFO] [com.cupboard.Cupboard/]: Loaded config for: lootintegrations.json
[27May2026 11:30:29.480] [Render thread/INFO] [de.keksuccino.fancymenu.customization.layer.ScreenCustomizationLayerHandler/]: [FANCYMENU] ScreenCustomizationLayer registered: title_screen
[27May2026 11:30:29.505] [Render thread/INFO] [Iris/]: Creating pipeline for dimension minecraft:overworld
[27May2026 11:30:29.901] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader lodestone:nineslice/distorted/distorted_nine_slice_texture could not find sampler named Sampler2 in the specified shader program.
[27May2026 11:30:29.932] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader lodestone:shapes/scrolling_triangle_texture could not find uniform named GameTime in the specified shader program.
[27May2026 11:30:29.932] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader lodestone:shapes/scrolling_triangle_texture could not find uniform named Speed in the specified shader program.
[27May2026 11:30:30.340] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader lodestone:shapes/scrolling_texture could not find uniform named GameTime in the specified shader program.
[27May2026 11:30:30.340] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader lodestone:shapes/scrolling_texture could not find uniform named Speed in the specified shader program.
[27May2026 11:30:30.680] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader relics:reveal_panel could not find uniform named ColorModulator in the specified shader program.
[27May2026 11:30:30.680] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader relics:reveal_panel could not find uniform named color in the specified shader program.
[27May2026 11:30:30.910] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader apotheosis:gray could not find uniform named IViewRotMat in the specified shader program.
[27May2026 11:30:31.295] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader lodestone:nineslice/nine_slice could not find sampler named Sampler2 in the specified shader program.
[27May2026 11:30:31.713] [Render thread/INFO] [Veil/]: Finished uploading vanilla shaders
[27May2026 11:30:39.747] [Render thread/INFO] [de.keksuccino.fancymenu.customization.layer.ScreenCustomizationLayerHandler/]: [FANCYMENU] ScreenCustomizationLayer registered: join_multiplayer_screen
[27May2026 11:30:40.429] [Server Pinger #0/INFO] [dev.ryanhcode.sable.Sable/]: Starting remote client UDP channel future
[27May2026 11:30:40.442] [Netty Client IO #1/INFO] [dev.ryanhcode.sable.Sable/]: Client UDP channel active
[27May2026 11:30:46.569] [Render thread/INFO] [de.keksuccino.fancymenu.customization.layer.ScreenCustomizationLayerHandler/]: [FANCYMENU] ScreenCustomizationLayer registered: confirm_screen
[27May2026 11:31:54.408] [Render thread/INFO] [de.keksuccino.fancymenu.customization.layer.ScreenCustomizationLayerHandler/]: [FANCYMENU] ScreenCustomizationLayer registered: select_world_screen
[27May2026 11:31:56.785] [Render thread/INFO] [de.keksuccino.fancymenu.customization.layer.ScreenCustomizationLayerHandler/]: [FANCYMENU] ScreenCustomizationLayer registered: progress_screen
[27May2026 11:31:56.791] [Render thread/INFO] [net.minecraft.world.level.storage.LevelStorageSource/]: Deleting level garboncho
[27May2026 11:31:56.791] [Render thread/INFO] [net.minecraft.world.level.storage.LevelStorageSource/]: Attempt 1...
[27May2026 11:31:56.835] [Render thread/INFO] [xaero.hud.minimap.MinimapLogs/]: Deleted minimap world data at C:\Users\grant\AppData\Roaming\PrismLauncher\instances\Journey High Tides\minecraft\xaero\minimap\garboncho
[27May2026 11:31:56.846] [Render thread/INFO] [xaero.map.WorldMap/]: Deleted world map cache at C:\Users\grant\AppData\Roaming\PrismLauncher\instances\Journey High Tides\minecraft\xaero\world-map\garboncho
[27May2026 11:31:58.598] [Render thread/INFO] [net.minecraft.world.level.storage.LevelStorageSource/]: Deleting level spongh
[27May2026 11:31:58.598] [Render thread/INFO] [net.minecraft.world.level.storage.LevelStorageSource/]: Attempt 1...
[27May2026 11:31:58.655] [Render thread/INFO] [xaero.hud.minimap.MinimapLogs/]: Deleted minimap world data at C:\Users\grant\AppData\Roaming\PrismLauncher\instances\Journey High Tides\minecraft\xaero\minimap\spongh
[27May2026 11:31:58.659] [Render thread/INFO] [xaero.map.WorldMap/]: Deleted world map cache at C:\Users\grant\AppData\Roaming\PrismLauncher\instances\Journey High Tides\minecraft\xaero\world-map\spongh
[27May2026 11:32:00.165] [Render thread/INFO] [net.minecraft.world.level.storage.LevelStorageSource/]: Deleting level grrr,,,
[27May2026 11:32:00.165] [Render thread/INFO] [net.minecraft.world.level.storage.LevelStorageSource/]: Attempt 1...
